Customers[Customer Key],Customers[Customer Name],Customers[Birth Date],Customers[Marital Status],Customers[Gender],Customers[Yearly Income],Customers[Total Children],Customers[Number of Children at Home],Customers[Education],Customers[Occupation],Customers[House Owner],Customers[Number of Cars Owned],Customers[Customer Type],Customers[Company Name],Customers[Country],Customers[State]
"2762","Powell, Logan","02-09-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"2869","Morris, Shelby","13-07-1970 00:00:00","S","F","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"2890","Martin, Robert","10-08-1966 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"2891","Carter, Jennifer","16-09-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"2893","Diaz, Spencer","25-11-1966 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"3368","Green, Courtney","01-03-1971 00:00:00","S","F","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"3370","Sanchez, Devin","20-08-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"3569","Kumar, Priscilla","13-03-1971 00:00:00","S","F","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"3574","Wood, Madison","05-02-1969 00:00:00","M","F","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"3584","Morris, Sydney","13-05-1970 00:00:00","M","F","60000","2","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"3728","Bryant, Anna","06-07-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"4293","Bailey, Megan","17-06-1971 00:00:00","S","F","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"4294","Watson, Mason","11-03-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"4487","Griffin, Kevin","23-09-1969 00:00:00","M","M","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"4523","Russell, Ethan","07-09-1965 00:00:00","M","M","60000","0","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"4871","Howard, Zoe","02-06-1971 00:00:00","S","F","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"5073","Evans, Caleb","12-10-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"5218","Gonzales, Amanda","25-09-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"5774","Lal, David","06-11-1972 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"5961","Gray, Paige","07-09-1971 00:00:00","M","F","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"6391","Lewis, Blake","08-10-1972 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"6570","Price, Mya","22-02-1970 00:00:00","S","F","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"6591","Cox, Garrett","09-10-1970 00:00:00","M","M","60000","2","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"7566","Bryant, Dalton","15-03-1970 00:00:00","M","M","60000","2","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"7570","Bryant, Emma","05-04-1966 00:00:00","M","F","60000","0","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"8121","Sharma, Caleb","02-10-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"8139","Coleman, Eric","18-10-1966 00:00:00","M","M","60000","0","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"8202","Brooks, Charles","27-10-1966 00:00:00","M","M","60000","0","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"8684","Parker, Marcus","07-01-1972 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"9128","Sanders, Carlos","17-02-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"9129","Miller, Ian","15-04-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"9130","Stewart, Nicole","19-10-1971 00:00:00","S","F","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"9647","Chen, Ryan","24-05-1972 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"9778","Sharma, Carly","08-10-1959 00:00:00","M","F","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"9781","White, Michael","23-01-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"9783","Ye, Alan","07-05-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"10587","Foster, Stephanie","06-07-1972 00:00:00","M","F","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"10597","Wright, Luke","03-08-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"10600","Lopez, Sara","12-12-1969 00:00:00","M","F","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"10720","Torres, Morgan","26-11-1959 00:00:00","S","F","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"12157","Barnes, Samantha","07-06-1969 00:00:00","M","F","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"12158","Gao, Valerie","11-05-1971 00:00:00","M","F","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"12290","Robinson, Justin","16-11-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"12292","Evans, Timothy","20-12-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"12858","Anderson, Alexandra","25-12-1969 00:00:00","S","F","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"12896","Powell, Nicole","14-04-1965 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"14395","Garcia, Anthony","04-11-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"14403","Hughes, Maria","21-06-1969 00:00:00","M","F","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"15324","Ruiz, Dwayne","07-11-1970 00:00:00","M","M","60000","2","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"15816","Cox, Erin","03-05-1965 00:00:00","M","F","60000","0","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"16089","Patterson, Tristan","22-05-1970 00:00:00","S","M","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"16273","Chen, Elijah","27-04-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"16293","Evans, Julia","13-11-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"17061","Rodriguez, Blake","17-04-1966 00:00:00","M","M","60000","0","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"17655","Nelson, Miguel","08-07-1970 00:00:00","M","M","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"17661","Anderson, Justin","15-11-1971 00:00:00","S","M","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"17827","Sharma, Jack","13-07-1972 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"17840","Parker, Connor","13-04-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"17853","Watson, Mariah","07-09-1970 00:00:00","M","F","60000","2","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"318","Russell, Victoria","17-09-1952 00:00:00","S","F","40000","3","0","Partial College","Professional","0","2","Person","","United States","Oregon"
"519","Washington, Edward","10-05-1955 00:00:00","M","M","40000","1","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"526","Cook, Ariana","09-01-1956 00:00:00","M","F","40000","1","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"530","Bryant, Austin","16-11-1957 00:00:00","M","M","40000","1","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"1438","Young, Jeremy","15-06-1955 00:00:00","M","M","40000","1","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"1440","Bennett, Megan","26-05-1956 00:00:00","M","F","40000","1","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"1446","Taylor, Cameron","27-03-1957 00:00:00","M","M","40000","1","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"1785","Campbell, Jonathan","07-03-1956 00:00:00","M","M","40000","1","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"2746","Robinson, Andrew","28-01-1957 00:00:00","M","M","40000","1","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"3754","Foster, Austin","27-09-1957 00:00:00","M","M","40000","1","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"3895","Baker, James","19-11-1955 00:00:00","M","M","40000","1","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"3910","Bryant, Benjamin","22-09-1956 00:00:00","M","M","40000","1","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"3916","Howard, Katherine","11-10-1957 00:00:00","M","F","40000","1","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"5237","Martinez, Nicholas","16-12-1956 00:00:00","M","M","40000","1","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"5375","Phillips, Edward","15-12-1957 00:00:00","M","M","40000","1","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"6678","Hernandez, Lawrence","24-08-1958 00:00:00","S","M","40000","2","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"7415","Griffin, Gabrielle","05-10-1935 00:00:00","M","F","40000","3","0","Partial College","Professional","0","2","Person","","United States","Oregon"
"7431","Morgan, Victoria","09-07-1952 00:00:00","M","F","40000","3","0","Partial College","Professional","0","2","Person","","United States","Oregon"
"7868","Perry, Thomas","15-09-1952 00:00:00","M","M","40000","3","0","Partial College","Professional","0","2","Person","","United States","Oregon"
"7871","Barnes, Ana","03-08-1952 00:00:00","M","F","40000","3","0","Partial College","Professional","0","2","Person","","United States","Oregon"
"7977","Howard, Garrett","21-04-1944 00:00:00","S","M","40000","4","0","High School","Professional","1","2","Person","","United States","Oregon"
"7978","Wang, Jackson","17-08-1944 00:00:00","M","M","40000","4","0","High School","Professional","0","2","Person","","United States","Oregon"
"7981","Hernandez, Sophia","17-10-1944 00:00:00","M","F","40000","4","0","High School","Professional","0","2","Person","","United States","Oregon"
"8213","Clark, Brianna","11-03-1955 00:00:00","M","F","40000","1","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"8228","Nelson, Logan","20-08-1958 00:00:00","M","M","40000","2","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"9122","Butler, Dylan","04-07-1973 00:00:00","M","M","40000","1","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","Oregon"
"9357","Lu, Louis","08-07-1935 00:00:00","M","M","40000","3","0","Partial College","Professional","0","2","Person","","United States","Oregon"
"10453","Bailey, Seth","21-05-1944 00:00:00","M","M","40000","4","0","High School","Professional","1","2","Person","","United States","Oregon"
"10457","Gonzales, Dalton","26-02-1945 00:00:00","M","M","40000","4","0","High School","Professional","0","2","Person","","United States","Oregon"
"10710","Torres, Katherine","09-10-1958 00:00:00","S","F","40000","2","0","Partial College","Clerical","1","1","Person","","United States","Oregon"
"10766","Kelly, Nathaniel","15-08-1945 00:00:00","M","M","40000","5","0","High School","Professional","0","3","Person","","United States","Oregon"
"11334","Watson, Gabriella","13-08-1931 00:00:00","M","F","40000","1","0","Graduate Degree","Skilled Manual","1","1","Person","","United States","Oregon"
"11736","Jones, Katherine","25-06-1944 00:00:00","M","F","40000","4","0","High School","Professional","1","2","Person","","United States","Oregon"
